"timeMillisSpent","score"
4582,"0hard/71medium/2405soft"
4592,"0hard/83medium/2402soft"
4720,"0hard/83medium/2404soft"
5429,"0hard/83medium/2421soft"
8451,"0hard/83medium/2436soft"
8572,"0hard/83medium/2438soft"
