"timeMillisSpent","score"
697,"0hard/25medium/1150soft"
709,"0hard/50medium/1150soft"
3422,"0hard/50medium/1175soft"
4662,"0hard/50medium/1195soft"
4991,"0hard/50medium/1200soft"
8915,"0hard/50medium/1225soft"
