"timeMillisSpent","score"
4153,"0hard/50medium/2203soft"
4178,"0hard/50medium/2205soft"
4356,"0hard/50medium/2206soft"
4375,"0hard/50medium/2213soft"
4390,"0hard/50medium/2228soft"
